ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,classification_glottolog,recently_extinct,long_extinct,tip_name
AINU_YAKUMO,AINU_YAKUMO,ainu1240,Hokkaido Ainu,ain,Eurasia,42.25,140.27,Ainu,"Ainu,Hokkaido-KurilAinu",False,False,Ain.AINU.AINU_YAKUMO
AISHUO_WA,AISHUO_WA,para1301,South Wa,prk,Eurasia,22.32,99.59,Austroasiatic,"Austroasiatic,Khasi-Palaung,Palaungic,EastPalaungic,Waic,Wa-Lawa,NuclearWaic",False,False,AuA.PALAUNG_KHMUIC.AISHUO_WA
AI_BANDA,AI_BANDA,band1353,Banda Malay,bpq,Papunesia,-4.52,129.77,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,VehicularMalay,EasternIndonesiaTradeMalay,AmbonicMalay",False,False,An.MALAYO_SUMBAWAN.AI_BANDA
AJA,AJA,ajas1235,Aja (South Sudan),aja,Africa,7.33,25.67,Kresh-Aja,Kresh-Aja,False,False,CSu.KRESH.AJA
AJIE,AJIE,ajie1238,Ajië,aji,Papunesia,-21.33,165.5,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,SouthernMelanesian,NewCaledonian,MainlandNewCaledonian,SouthernNewCaledonian,Mid-SouthernNewCaledonian,Houailou",False,False,An.OCEANIC.AJIE
AJYININKA_APURUCAYALI,AJYININKA_APURUCAYALI,ajyi1238,Ajyíninka Apurucayali,cpc,South America,-9.92,-74.53,Arawakan,"Arawakan,SouthernMaipuran,Kampa-Amuesha,Pre-AndineMaipuran,Asha-Ashe-Kak-Matsi-Nan,Asha-Ashe-Kak,Ashe-Asha,Ashe-AshaNorte",False,False,Arw.PRE_ANDINE_ARAWAKAN.AJYININKA_APURUCAYALI
AKA,AKA,akaa1242,Aka,soh,Africa,11.17,33.83,Eastern Jebel,"EasternJebel,Aka-Kelo-Molo",False,False,ESu.EASTERN_JEBEL.AKA
AKAHA,AKAHA,sout2774,Southeast Ijo,ijs,Africa,4.5,6.42,Ijoid,"Ijoid,Ijo,EasternIjo",False,False,Ijo.IJOID.AKAHA
AKAJIMA_OKINAWAN,AKAJIMA_OKINAWAN,cent2126,Central Okinawan,ryu,Eurasia,26.2,127.28,Japonic,"Japonic,Ryukyuan,NorthernRyukyuan,Okinawa",False,False,Jap.JAPANESE.AKAJIMA_OKINAWAN
AKARA,AKARA,east2379,Eastern Arrernte,aer,Australia,-24.0,136.0,Pama-Nyungan,"Pama-Nyungan,Arandic-Thura-Yura,Arandic,SouthArandic,UpperArrernte,Central-EasternArrernte",False,False,Aus.PAMA_NYUNGAN.AKARA
AKAR_BALE,AKAR_BALE,akar1243,Akarbale,acl,Eurasia,12.67,92.83,Great Andamanese,"GreatAndamanese,SouthGreatAndamanese",True,False,GA.GREAT_ANDAMANESE.AKAR_BALE
AKASELEM,AKASELEM,akas1242,Akaselem,aks,Africa,8.83,1.33,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gur,CentralGur,NorthernCentralGur,Bwamu-Oti-Volta,Oti-Volta,NuclearOti-Volta,Gurma-Yom-Oti-VoltaOccidental,Gurma-Yom-Naudem,Gurma,GurmaA",False,False,NC.GUR.AKASELEM
AKAWAIO,AKAWAIO,akaw1239,Akawaio-Ingariko,ake,South America,6.0,-59.5,Cariban,"Cariban,VenezuelanCariban,Pemong-Panare,Pemongan,Kapong",False,False,Car.CARIBAN.AKAWAIO
AKAWAIO_2,AKAWAIO_2,akaw1239,Akawaio-Ingariko,ake,South America,6.0,-59.5,Cariban,"Cariban,VenezuelanCariban,Pemong-Panare,Pemongan,Kapong",False,False,Car.CARIBAN.AKAWAIO_2
AKA_BEA,AKA_BEA,akab1249,Akabea,abj,Eurasia,11.67,92.5,Great Andamanese,"GreatAndamanese,SouthGreatAndamanese",True,False,GA.GREAT_ANDAMANESE.AKA_BEA
AKA_BO,AKA_BO,akab1248,Akabo,akm,Eurasia,13.25,93.0,Great Andamanese,"GreatAndamanese,NorthAndamanese-Akakede,NorthernGreatAndamanese,Bo-Cari",True,False,GA.GREAT_ANDAMANESE.AKA_BO
AKA_CARI,AKA_CARI,akac1240,Akacari,aci,Eurasia,13.5,93.0,Great Andamanese,"GreatAndamanese,NorthAndamanese-Akakede,NorthernGreatAndamanese,Bo-Cari",True,False,GA.GREAT_ANDAMANESE.AKA_CARI
AKA_KEDE,AKA_KEDE,akak1252,Akakede,akx,Eurasia,12.75,92.75,Great Andamanese,"GreatAndamanese,NorthAndamanese-Akakede",True,False,GA.GREAT_ANDAMANESE.AKA_KEDE
AKA_KOL,AKA_KOL,akak1253,Akakol,aky,Eurasia,12.25,92.9,Great Andamanese,"GreatAndamanese,MiddleGreatAndamanese,Okol-Opucikwar",True,False,GA.GREAT_ANDAMANESE.AKA_KOL
AKE,AKE,akee1238,Akye,aik,Africa,8.58,8.75,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Benue-CongoPlateau,Jilic-Eggonic,Eggon-Ake",False,False,NC.PLATOID.AKE
AKEBU,AKEBU,akeb1238,Akebu,keu,Africa,7.78,0.92,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Ka-Togo,Kebu-Animere",False,False,NC.KWA.AKEBU
AKEI,AKEI,akei1237,Akei,tsr,Papunesia,-15.58,166.78,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto,SouthwestSanto",False,False,An.OCEANIC.AKEI
AKEI_PENANTSIRO,AKEI_PENANTSIRO,akei1237,Akei,tsr,Papunesia,-15.6,166.8,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto,SouthwestSanto",False,False,An.OCEANIC.AKEI_PENANTSIRO
AKEI_TASIRIKI,AKEI_TASIRIKI,akei1237,Akei,tsr,Papunesia,-15.65,166.82,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto,SouthwestSanto",False,False,An.OCEANIC.AKEI_TASIRIKI
AKHA,AKHA,akha1245,Akha,ahk,Eurasia,21.83,99.83,Sino-Tibetan,"Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese,Loloish,Hani-Jino,Bisoid-Hanic,Hanic,Ha-Ya,Akhaic",False,False,ST.BURMESE_LOLO.AKHA
AKHVAKH,AKHVAKH,akhv1239,Northern Akhvakh,akv,Eurasia,42.33,46.33,Nakh-Daghestanian,"Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Andic,Akhvakhic",False,False,NDa.AVAR_ANDIC_TSEZIC.AKHVAKH
AKITA,AKITA,okod1238,Okodia,okd,Africa,5.25,6.42,Ijoid,"Ijoid,Ijo,WesternIjo,InlandIjo,Biseni-Okordia",False,False,Ijo.IJOID.AKITA
AKKADIAN,AKKADIAN,akka1240,Akkadian,akk,Eurasia,33.1,44.1,Afro-Asiatic,"Afro-Asiatic,Semitic,EastSemitic",False,True,AA.SEMITIC.AKKADIAN
AKKADIAN_2,AKKADIAN_2,akka1240,Akkadian,akk,Eurasia,33.1,44.1,Afro-Asiatic,"Afro-Asiatic,Semitic,EastSemitic",False,True,AA.SEMITIC.AKKADIAN_2
AKKIN_CHECHEN,AKKIN_CHECHEN,chec1245,Chechen,che,Eurasia,43.25,46.58,Nakh-Daghestanian,"Nakh-Daghestanian,Nakh,Chechen-Ingush",False,False,NDa.NAKH.AKKIN_CHECHEN
AKLANON,AKLANON,akla1240,Aklanon,akl,Papunesia,11.58,122.33,Austronesian,"Austronesian,Malayo-Polynesian,GreaterCentralPhilippine,CentralPhilippine,Bisayan,WestBisayan",False,False,An.GREATER_CENTRAL_PHILIPPINE.AKLANON
AKPAFU,AKPAFU,siwu1238,Siwu,akp,Africa,7.25,0.42,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,KwaVolta-Congo,Na-Togo,Lelemic,Lelemi-Akpafu",False,False,NC.KWA.AKPAFU
AKUNNU,AKUNNU,akpe1248,Akpes,ibe,Africa,7.58,5.92,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Akpes-Edoid",False,False,NC.AKPES.AKUNNU
AKUNTSU,AKUNTSU,akun1241,Akuntsu,aqz,South America,-13.1,-61.1,Tupian,"Tupian,Arikem-Tupari,Tuparic,NuclearTuparic,Corumbiara",False,False,Tup.TUPARI.AKUNTSU
AKWA,AKWA,akwa1248,Akwa,akw,Africa,-0.25,15.85,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Central-WesternBantu,NorthZaireRiver,RiversBantu,Mboshi(C.20)",False,False,NC.BANTOID.AKWA
ALABAMA,ALABAMA,alab1237,Alabama,akz,North America,32.33,-87.41,Muskogean,"Muskogean,Alabaman-Koasati",False,False,Mus.MUSKOGEAN.ALABAMA
ALAGWA,ALAGWA,alag1248,Alagwa,wbj,Africa,-5.5,35.75,Afro-Asiatic,"Afro-Asiatic,Cushitic,SouthCushitic,GreaterWestRiftSouthCushitic,WestRiftSouthCushitic,NorthernWestRiftSouthCushitic",False,False,AA.SOUTHERN_CUSHITIC.ALAGWA
ALAMBLAK,ALAMBLAK,alam1246,Alamblak,amp,Papunesia,-4.67,143.33,Sepik,"Sepik,SepikHill,Central-EasternSepikHill,EasternSepikHill",False,False,Sep.SEPIK_HILL.ALAMBLAK
ALAWA,ALAWA,alaw1244,Alawa,alh,Australia,-15.17,134.25,Mangarrayi-Maran,"Mangarrayi-Maran,Maran",False,False,Aus.MARAN.ALAWA
ALBANIAN,ALBANIAN,tosk1239,Northern Tosk Albanian,als,Eurasia,41.0,20.0,Indo-European,"Indo-European,ClassicalIndo-European,Albanian,Albanian-Tosk",False,False,IE.ALBANIAN.ALBANIAN
ALBANIAN_GHEG,ALBANIAN_GHEG,gheg1238,Gheg Albanian,aln,Eurasia,41.33,20.83,Indo-European,"Indo-European,ClassicalIndo-European,Albanian",False,False,IE.ALBANIAN.ALBANIAN_GHEG
ALBANIAN_TOSK,ALBANIAN_TOSK,tosk1239,Northern Tosk Albanian,als,Eurasia,41.0,20.0,Indo-European,"Indo-European,ClassicalIndo-European,Albanian,Albanian-Tosk",False,False,IE.ALBANIAN.ALBANIAN_TOSK
ALEKANO,ALEKANO,alek1238,Alekano,gah,Papunesia,-6.0,145.42,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Kainantu-Goroka,Goroka,NuclearGoroka,Gahuku",False,False,TNG.EASTERN_HIGHLANDS.ALEKANO
ALEUT,ALEUT,aleu1260,Aleut,ale,North America,54.0,-166.0,Eskimo-Aleut,"Eskimo-Aleut,Aleutic",False,False,EA.ALEUT.ALEUT
ALGONQUIN,ALGONQUIN,algo1255,Algonquin,alq,North America,46.0,-77.0,Algic,"Algic,Algonquian-Blackfoot,Algonquian,EasternGreatLakesAlgonquian,Ojibwa-Potawatomi,Ojibwa,Severn-Algonquin",False,False,Alg.ALGONQUIAN.ALGONQUIN
ALI,ALI,alii1240,Ali,aiy,Africa,4.67,18.0,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,NorthVolta-Congo,Gbaya-Manza-Ngbaka,GbayaOriental,Gbanu-Manza-Ngbaka,Manza-Ngbaka,Manzaic,Ngbaka-Manza-Ali",False,False,NC.UBANGI.ALI
ALINGA,ALINGA,tune1261,Tunen,tvu,Africa,4.75,10.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,NarrowBantu,Mbam-Bubi,Mbam,NuclearMbam,Sanaga-WestMbam(A.40),WestMbam(A.40),Mandi-Nyokon",False,False,NC.BANTOID.ALINGA
ALLENTIAC,ALLENTIAC,,,,,-33.48,-68.1,,Huarpean,True,False,Hur.HUARPE.ALLENTIAC
ALOAPAM_ZAPOTEC,ALOAPAM_ZAPOTEC,aloa1235,Aloápam Zapotec,zaq,North America,17.42,-96.68,Otomanguean,"Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec,CoreZapotec,NarrowCoreZapotec,NorthernCoreZapotec,SierraJuarezic",False,False,OM.ZAPOTECAN.ALOAPAM_ZAPOTEC
ALOR,ALOR,alor1247,Alorese,aol,Papunesia,-7.67,124.0,Austronesian,"Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Lembata,LamaholotBarat",False,False,An.CENTRAL_MALAYO_POLYNESIAN.ALOR
ALOR_BARAHUSA_KABIR,ALOR_BARAHUSA_KABIR,alor1247,Alorese,aol,Papunesia,-7.67,124.0,Austronesian,"Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Lembata,LamaholotBarat",False,False,An.CENTRAL_MALAYO_POLYNESIAN.ALOR_BARAHUSA_KABIR
ALOR_KALABAHI,ALOR_KALABAHI,alor1247,Alorese,aol,Papunesia,-7.67,124.0,Austronesian,"Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Lembata,LamaholotBarat",False,False,An.CENTRAL_MALAYO_POLYNESIAN.ALOR_KALABAHI
ALSATIAN,ALSATIAN,swis1247,Central Alemannic,gsw,Eurasia,48.5,7.5,Indo-European,"Indo-European,ClassicalIndo-European,Germanic,NorthwestGermanic,WestGermanic,HighGerman,UpperGerman,Middle-ModernHighGerman,ModernHighGerman,Alemannic,SouthAlemannic",False,False,IE.GERMANIC.ALSATIAN
ALSEA,ALSEA,alse1251,Alsea-Yaquina,aes,North America,44.67,-123.92,Alsea-Yaquina,Alsea-Yaquina,True,False,OC.ALSEA.ALSEA
ALTAI,ALTAI,sout2694,Southern Altai,alt,Eurasia,51.0,87.0,Turkic,"Turkic,CommonTurkic,Kipchak-Turkestan,Kipchak,SoutheastKipchak,EastKipchak",False,False,Alt.TURKIC.ALTAI
ALTA_NORTHERN,ALTA_NORTHERN,nort2875,Northern Alta,aqn,Papunesia,15.67,121.5,Austronesian,"Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran",False,False,An.NORTHERN_LUZON.ALTA_NORTHERN
ALTA_SOUTHERN,ALTA_SOUTHERN,sout2905,Southern Alta,agy,Papunesia,15.17,121.08,Austronesian,"Austronesian,Malayo-Polynesian,NorthernLuzon,Meso-Cordilleran",False,False,An.NORTHERN_LUZON.ALTA_SOUTHERN
ALUNE,ALUNE,alun1238,Alune,alp,Papunesia,-3.0,128.3,Austronesian,"Austronesian,Malayo-Polynesian,Nunusaku,ThreeRivers,Amalumute,NorthwestSeram,UlatInai",False,False,An.CENTRAL_MALAYO_POLYNESIAN.ALUNE
ALUR,ALUR,alur1250,Alur,alz,Africa,2.42,31.25,Nilotic,"Nilotic,WesternNilotic,Lwoo,SouthernLwoo,Adhola-Alur-Luo",False,False,ESu.NILOTIC.ALUR
ALUTOR,ALUTOR,alut1245,Alutor,alr,Eurasia,61.0,165.0,Chukotko-Kamchatkan,"Chukotko-Kamchatkan,Chukotian",False,False,CK.NORTHERN_CHUKOTKO_KAMCHATKAN.ALUTOR
ALU_MONO,ALU_MONO,mono1273,Mono-Alu,mte,Papunesia,-7.05,155.75,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,MesoMelanesianlinkage,NewIreland-NorthwestSolomoniclinkage,StGeorgelinkage,NorthwestSolomonic,Mono-Uruavan",False,False,An.OCEANIC.ALU_MONO
ALYAWARRA,ALYAWARRA,alya1239,Alyawarr,aly,Australia,-22.5,135.0,Pama-Nyungan,"Pama-Nyungan,Arandic-Thura-Yura,Arandic,SouthArandic,UpperArrernte",False,False,Aus.PAMA_NYUNGAN.ALYAWARRA
ALYAWARR_ALYAWARA,ALYAWARR_ALYAWARA,alya1239,Alyawarr,aly,Australia,-22.5,135.0,Pama-Nyungan,"Pama-Nyungan,Arandic-Thura-Yura,Arandic,SouthArandic,UpperArrernte",False,False,Aus.PAMA_NYUNGAN.ALYAWARR_ALYAWARA
ALYAWARR_MACDONALDDOWNS_ALYAWARA,ALYAWARR_MACDONALDDOWNS_ALYAWARA,alya1239,Alyawarr,aly,Australia,-22.5,135.0,Pama-Nyungan,"Pama-Nyungan,Arandic-Thura-Yura,Arandic,SouthArandic,UpperArrernte",False,False,Aus.PAMA_NYUNGAN.ALYAWARR_MACDONALDDOWNS_ALYAWARA
AMA,AMA,amap1240,Ama (Papua New Guinea),amm,Papunesia,-4.17,141.67,Left May,"LeftMay,WesternLeftMay",False,False,LeM.LEFT_MAY.AMA
AMAHAI,AMAHAI,amah1245,Amahai,amq,Papunesia,-3.33,128.92,Austronesian,"Austronesian,Malayo-Polynesian,Nunusaku,PiruBay,EastPiruBay,Solehua,SeramStraits,Uliase,Hatuhaha,Saparuan,Elpaputi",False,False,An.CENTRAL_MALAYO_POLYNESIAN.AMAHAI
AMAHUACA,AMAHUACA,amah1246,Amahuaca,amc,South America,-10.5,-72.5,Pano-Tacanan,"Pano-Tacanan,Panoan,MainlinePano,PanoNawa,HeadwatersPano",False,False,Pan.PANOAN.AMAHUACA
AMAIMON,AMAIMON,amai1246,Amaimon,ali,Papunesia,-5.2,145.39,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,Croisilles",False,False,TNG.MADANG.AMAIMON
AMAL,AMAL,amal1242,Amal,aad,Papunesia,-4.0,142.0,Sepik,Sepik,False,False,Sep.UPPER_SEPIK.AMAL
AMANAB,AMANAB,aman1265,Amanab,amn,Papunesia,-3.58,141.25,Border,"Border,Warisic",False,False,Bor.BORDER.AMANAB
AMANAYE,AMANAYE,aman1266,Amanayé,ama,South America,-3.75,-48.67,Tupian,"Tupian,EasternTupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Tupi-GuaraniSubgroupV,Arawetic",True,False,Tup.TUPI_GUARANI.AMANAYE
AMARA,AMARA,amar1272,Amara,aie,Papunesia,-5.67,148.5,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,Ngero-Vitiazlinkage,Vitiazlinkage,SouthwestNewBritainlinkage",False,False,An.OCEANIC.AMARA
AMARAKAERI,AMARAKAERI,amar1274,Amarakaeri,amr,South America,-12.5,-70.5,Harakmbut,Harakmbut,False,False,Har.HARAKMBET.AMARAKAERI
AMARI,AMARI,adze1240,Adzera,adz,Papunesia,-6.3,146.2,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,WesternOceaniclinkage,NorthNewGuinealinkage,HuonGulf,Markham,UpperMarkham",False,False,An.OCEANIC.AMARI
AMASI,AMASI,mant1267,Manta,myg,Africa,6.0,9.58,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields,NarrowGrassfields,SouthwestGrassfields",False,False,NC.BANTOID.AMASI
AMATLAN_ZAPOTEC,AMATLAN_ZAPOTEC,amat1238,Amatlán Zapotec,zpo,North America,16.18,-96.58,Otomanguean,"Otomanguean,EasternOtomanguean,Popoloca-Zapotecan,Zapotecan,Zapotec,CoreZapotec,Macrocoatecano,Amatecano",False,False,OM.ZAPOTECAN.AMATLAN_ZAPOTEC
AMA_2,AMA_2,amap1240,Ama (Papua New Guinea),amm,Papunesia,-4.17,141.67,Left May,"LeftMay,WesternLeftMay",False,False,LeM.LEFT_MAY.AMA_2
AMA_AFRICA,AMA_AFRICA,amas1236,Ama (Sudan),nyi,Africa,12.17,29.33,Nyimang,Nyimang,False,False,ESu.NYIMANG.AMA_AFRICA
AMBADAIRU,AMBADAIRU,nucl1454,Yawa,yva,Papunesia,-1.75,136.25,Yawa-Saweru,Yawa-Saweru,False,False,Yaw.YAWA.AMBADAIRU
AMBAI,AMBAI,amba1265,Ambai,amk,Papunesia,-1.5,136.3,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,CenderawasihBay,Yapen,Central-WesternYapen,Ansus-Ambai",False,False,An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.AMBAI
AMBEL,AMBEL,waig1244,Ambel,wgo,Papunesia,-0.03,130.82,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,SouthHalmahera-WestNewGuinea,RajaAmpat-SouthHalmahera",False,False,An.SOUTH_HALMAHERA_WEST_NEW_GUINEA.AMBEL
AMBELE,AMBELE,ambe1247,Ambele,ael,Africa,5.92,9.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields",False,False,NC.BANTOID.AMBELE
AMBELE_2,AMBELE_2,ambe1247,Ambele,ael,Africa,5.92,9.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Bantoid,SouthernBantoid,WideGrassfields",False,False,NC.BANTOID.AMBELE_2
AMBLONG,AMBLONG,ambl1237,Amblong,alm,Papunesia,-15.52,166.97,Austronesian,"Austronesian,Malayo-Polynesian,EasternMalayo-Polynesian,Oceanic,NorthandCentralVanuatu,NorthernVanuatu,EspirituSanto,WestSanto,South-CentralSanto",True,False,An.OCEANIC.AMBLONG
AMBONESE_MALAY,AMBONESE_MALAY,ambo1250,Ambonese Malay,abs,Papunesia,-3.83,128.2,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,VehicularMalay,EasternIndonesiaTradeMalay,AmbonicMalay",False,False,An.MALAYO_SUMBAWAN.AMBONESE_MALAY
AMBON_MALEIS,AMBON_MALEIS,ambo1250,Ambonese Malay,abs,Papunesia,-3.83,128.17,Austronesian,"Austronesian,Malayo-Polynesian,Malayo-Chamic,Malayic,NuclearMalayic,VehicularMalay,EasternIndonesiaTradeMalay,AmbonicMalay",False,False,An.MALAYO_SUMBAWAN.AMBON_MALEIS
AMEDYA_ARAMAIC,AMEDYA_ARAMAIC,assy1241,Assyrian Neo-Aramaic,aii,Eurasia,37.1,43.5,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,CentralSemitic,NorthwestSemitic,Aramaic,Imperial-Middle-ModernAramaic,Middle-ModernAramaic,EasternAramaic,CentralEasternAramaic,North-EasternNeo-Aramaic",False,False,AA.SEMITIC.AMEDYA_ARAMAIC
AMELE,AMELE,amel1241,Amele,aey,Papunesia,-5.25,145.58,Nuclear Trans New Guinea,"NuclearTransNewGuinea,Madang,Croisilles,Mabuso,Gum",False,False,TNG.MADANG.AMELE
AMGOTRO,AMGOTRO,dera1245,Dera (Indonesia),kbv,Papunesia,-3.58,141.0,Senagi,Senagi,False,False,Sen.SENAGI.AMGOTRO
AMHARIC,AMHARIC,amha1245,Amharic,amh,Africa,10.0,38.0,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,Amharic-Argobba",False,False,AA.SEMITIC.AMHARIC
AMHARIC_2,AMHARIC_2,amha1245,Amharic,amh,Africa,10.0,38.0,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,Amharic-Argobba",False,False,AA.SEMITIC.AMHARIC_2
AMHARIC_3,AMHARIC_3,amha1245,Amharic,amh,Africa,10.0,38.0,Afro-Asiatic,"Afro-Asiatic,Semitic,WestSemitic,Ethiosemitic,SouthEthiopic,Amharic-Argobba",False,False,AA.SEMITIC.AMHARIC_3
AMI,AMI,amii1238,Ami,amy,Australia,-13.5,130.0,Western Daly,"WesternDaly,Maranunggu-Ame-Manda,Ame-Manda",False,False,Aus.WESTERN_DALY.AMI
AMIS_NATAORAN,AMIS_NATAORAN,nata1254,Northern Amis,ais,Papunesia,24.0,121.5,Austronesian,"Austronesian,EastFormosan,CentralEastFormosan,Amis",False,False,An.EAST_FORMOSAN.AMIS_NATAORAN
AMO,AMO,amoo1242,Amo,amo,Africa,10.33,8.67,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,Kainji,CentralKainji,Basa-EasternKainji,EasternKainji,Jos",False,False,NC.KAINJI.AMO
AMONDAVA,AMONDAVA,amun1246,Amundava,adw,South America,-11.14,-63.77,Tupian,"Tupian,EasternTupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Tupi-GuaraniSubgroupVI,Kawahiva,NuclearKawahiva,CentralKawahiva,Amondava-Uru-Eu-Wau-Wau",False,False,Tup.TUPI_GUARANI.AMONDAVA
AMOY_MINNAN_CHINESE,AMOY_MINNAN_CHINESE,minn1241,Min Nan Chinese,,Eurasia,25.0,118.0,Sino-Tibetan,"Sino-Tibetan,Sinitic,Min,CoastalMin,SouthernMin-Pu-Xian,SouthernMin",False,False,ST.CHINESE.AMOY_MINNAN_CHINESE
AMPALE,AMPALE,safe1240,Safeyoka,apz,Papunesia,-6.75,146.08,Angan,"Angan,NuclearAngan,Wojokesic",False,False,TNG.ANGAN.AMPALE
AMPARI_PA,AMPARI_PA,ampa1238,Ampari Dogon,aqd,Africa,14.22,-3.87,Dogon,"Dogon,WestDogon,Penangic",False,False,Dog.DOGON.AMPARI_PA
AMTO,AMTO,amto1250,Amto,amt,Papunesia,-4.08,141.33,Amto-Musan,Amto-Musan,False,False,AM.AMTO_MUSAN.AMTO
AMURDAK,AMURDAK,amar1271,Amurdak,amg,Australia,-12.0,133.0,Iwaidjan Proper,IwaidjanProper,False,False,Aus.IWAIDJAN.AMURDAK
ANAANG,ANAANG,anaa1238,Anaang,anw,Africa,5.0,7.58,Atlantic-Congo,"Atlantic-Congo,Volta-Congo,Benue-Congo,DeltaCross,LowerCross,NuclearLowerCross,CentralLowerCross,Efikic,OkopUsem",False,False,NC.CROSS_RIVER.ANAANG
ANAIWOI_BAJAU,ANAIWOI_BAJAU,indo1317,Indonesian Bajau,bdl,Papunesia,-4.33,123.0,Austronesian,"Austronesian,Malayo-Polynesian,Basap-GreaterBarito,GreaterBaritolinkage,Sama-Bajaw,Sulu-Borneo,BorneoCoastBajaw",False,False,An.SAMA_BAJAW.ANAIWOI_BAJAU
ANAKALANG,ANAKALANG,anak1240,Anakalang,akg,Papunesia,-9.75,119.5,Austronesian,"Austronesian,Malayo-Polynesian,Bima-Lembata,Flores-Sumba-Hawu,Sumba-Hawu,Sumba,Central-EastSumbanese,CentralSumbanese",False,False,An.CENTRAL_MALAYO_POLYNESIAN.ANAKALANG
ANAMBE,ANAMBE,anam1249,Anambé,aan,South America,-2.63,-49.33,Tupian,"Tupian,EasternTupian,Maweti-Guarani,Aweti-Guarani,Tupi-Guarani,Tupi-GuaraniSubgroupV,Arawetic",False,False,Tup.TUPI_GUARANI.ANAMBE
ANA_TINGA,ANA_TINGA,anat1248,Ana Tinga Dogon,dti,Africa,14.67,-3.12,Dogon,"Dogon,NorthPlateauDogon,Yanda-Bondum-Tebul,Yanda-Ana",False,False,Dog.DOGON.ANA_TINGA
ANDAI,ANDAI,anda1283,Andai,afd,Papunesia,-4.9,143.6,Arafundi,Arafundi,False,False,Ara.ARAFUNDI.ANDAI
ANDAQUI,ANDAQUI,anda1286,Andaqui,ana,South America,1.0,-76.0,Andaqui,Andaqui,True,False,Bar.ANDAQUI.ANDAQUI
ANDI,ANDI,andi1255,Andi,ani,Eurasia,42.75,46.25,Nakh-Daghestanian,"Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,Andic",False,False,NDa.AVAR_ANDIC_TSEZIC.ANDI
